연도,월일,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2021,1214,노원구,0.037,0.006,0.5,0.004,35,20
2021,1215,노원구,0.041,0.011,0.8,0.004,83,58
2021,1216,노원구,0.035,0.014,0.9,0.004,89,61
2021,1217,노원구,0.011,0.026,0.4,0.003,53,32
2021,1218,노원구,0.025,0.013,0.5,0.003,25,14
2021,1219,노원구,0.023,0.02,0.5,0.003,34,15
2021,1220,노원구,0.045,0.009,0.8,0.004,56,30
2021,1221,노원구,0.035,0.016,0.9,0.004,62,37
2021,1222,노원구,0.032,0.014,0.6,0.004,34,19
2021,1223,노원구,0.046,0.005,0.9,0.004,44,28
2021,1224,노원구,0.029,0.016,0.6,0.003,49,34
2021,1225,노원구,0.009,0.027,0.4,0.003,26,15
2021,1226,노원구,0.009,0.027,0.4,0.002,18,12
2021,1227,노원구,0.035,0.01,0.7,0.003,37,22
2021,1228,노원구,0.043,0.003,0.9,0.003,52,38
2021,1229,노원구,0.035,0.011,0.8,0.003,67,52
2021,1230,노원구,0.013,0.03,0.4,0.003,29,16
2021,1231,노원구,0.012,0.031,0.3,0.002,24,8
2022,101,노원구,0.035,0.011,0.7,0.004,32,19
2022,102,노원구,0.026,0.019,0.5,0.003,38,27
2022,103,노원구,0.035,0.011,0.6,0.003,26,17
2022,104,노원구,0.018,0.025,0.5,0.004,36,23
2022,105,노원구,0.039,0.009,0.8,0.004,54,37
2022,106,노원구,0.037,0.013,0.8,0.005,51,36
2022,107,노원구,0.046,0.009,1.1,0.006,69,50
2022,108,노원구,0.054,0.004,1,0.005,61,45
2022,109,노원구,0.032,0.02,1,0.004,125,102
2022,110,노원구,0.046,0.01,1,0.004,96,81
2022,111,노원구,0.013,0.025,0.4,0.003,32,21
2022,112,노원구,0.019,0.021,0.5,0.003,29,19
2022,113,노원구,0.018,0.021,0.5,0.004,32,15
2022,114,노원구,0.035,0.011,0.7,0.004,33,18
2022,115,노원구,0.043,0.005,0.8,0.004,43,28
2022,116,노원구,0.022,0.021,0.6,0.003,48,32
2022,117,노원구,0.024,0.02,0.5,0.003,28,16
2022,118,노원구,0.024,0.019,0.6,0.004,37,23
2022,119,노원구,0.038,0.01,0.7,0.003,48,36
2022,120,노원구,0.024,0.022,0.6,0.003,41,31
2022,121,노원구,0.042,0.011,0.8,0.004,38,28
2022,122,노원구,0.049,0.008,1,0.004,57,46
2022,123,노원구,0.033,0.02,0.8,0.004,63,50
2022,124,노원구,0.025,0.025,0.5,0.003,27,19
2022,125,노원구,0.024,0.02,0.4,0.002,27,18
2022,126,노원구,0.025,0.025,0.7,0.003,54,39
2022,127,노원구,0.021,0.03,0.7,0.004,69,51
2022,128,노원구,0.02,0.028,0.5,0.003,40,26
2022,129,노원구,0.017,0.028,0.5,0.003,29,17
2022,130,노원구,0.015,0.031,0.5,0.004,35,20
2022,131,노원구,0.027,0.022,0.6,0.004,37,23
2022,201,노원구,0.012,0.037,0.6,0.002,46,38
2022,202,노원구,0.016,0.032,0.5,0.003,36,28
2022,203,노원구,0.019,0.032,0.5,0.003,23,15
2022,204,노원구,0.019,0.03,0.5,0.003,23,13
2022,205,노원구,0.01,0.036,0.4,0.003,28,10
2022,206,노원구,0.021,0.028,0.5,0.003,24,12
2022,207,노원구,0.027,0.023,0.6,0.003,30,17
2022,208,노원구,0.034,0.019,0.6,0.004,32,21
2022,209,노원구,0.044,0.011,0.7,0.004,40,28
2022,210,노원구,0.037,0.021,0.8,0.004,54,39
2022,211,노원구,0.045,0.021,0.9,0.004,82,68
2022,212,노원구,0.036,0.024,0.8,0.004,88,73
2022,213,노원구,0.031,0.022,0.7,0.004,59,46
2022,214,노원구,0.029,0.023,0.7,0.003,42,34
2022,215,노원구,0.011,0.036,0.4,0.002,39,30
2022,216,노원구,0.01,0.035,0.4,0.003,31,23
2022,217,노원구,0.016,0.028,0.4,0.003,31,22
2022,218,노원구,0.039,0.012,0.6,0.003,43,31
2022,219,노원구,0.016,0.033,0.5,0.003,43,30
2022,220,노원구,0.009,0.036,0.4,0.003,33,18
2022,221,노원구,0.027,0.023,0.5,0.003,29,16
2022,222,노원구,0.012,0.035,0.4,0.003,33,17
2022,223,노원구,0.012,0.034,0.4,0.003,29,15
2022,224,노원구,0.029,0.025,0.6,0.004,33,20
2022,225,노원구,0.043,0.021,0.8,0.003,80,61
2022,226,노원구,0.02,0.045,0.6,0.003,78,55
2022,227,노원구,0.02,0.033,0.5,0.003,51,29
2022,228,노원구,0.037,0.019,0.6,0.003,46,17
2022,301,노원구,0.025,0.027,0.5,0.003,42,28
2022,302,노원구,0.026,0.024,0.5,0.003,30,16
2022,303,노원구,0.028,0.029,0.5,0.003,54,29
2022,304,노원구,0.036,0.032,0.7,0.004,81,39
2022,305,노원구,0.009,0.038,0.4,0.003,106,19
2022,306,노원구,0.011,0.037,0.4,0.002,47,10
2022,307,노원구,0.035,0.016,0.6,0.003,45,21
2022,308,노원구,0.038,0.02,0.6,0.004,52,28
2022,309,노원구,0.032,0.026,0.6,0.003,71,47
2022,310,노원구,0.039,0.024,0.7,0.004,71,50
2022,311,노원구,0.042,0.028,0.7,0.004,71,42
2022,312,노원구,0.031,0.029,0.6,0.003,74,47
2022,313,노원구,0.015,0.023,0.4,0.002,12,8
2022,314,노원구,0.018,0.025,0.5,0.002,15,9
2022,315,노원구,0.023,0.019,0.7,0.002,39,28
2022,316,노원구,0.021,0.026,0.7,0.003,71,48
2022,317,노원구,0.009,0.034,0.5,0.003,43,24
2022,318,노원구,0.007,0.04,0.3,0.002,8,4
2022,319,노원구,0.018,0.032,0.3,0.003,5,3
2022,320,노원구,0.02,0.029,0.4,0.003,18,12
2022,321,노원구,0.025,0.031,0.5,0.003,29,18
2022,322,노원구,0.019,0.045,0.5,0.003,36,26
2022,323,노원구,0.029,0.028,0.5,0.003,37,25
2022,324,노원구,0.035,0.023,0.5,0.003,50,34
2022,325,노원구,0.029,0.026,0.6,0.004,75,53
2022,326,노원구,0.01,0.038,0.4,0.002,10,5
2022,327,노원구,0.013,0.035,0.4,0.003,33,15
2022,328,노원구,0.022,0.03,0.4,0.003,28,14
2022,329,노원구,0.028,0.028,0.5,0.004,39,19
2022,330,노원구,0.03,0.018,0.5,0.003,34,17
2022,331,노원구,0.009,0.034,0.4,0.002,21,11
2022,401,노원구,0.014,0.033,0.4,0.002,17,11
2022,402,노원구,0.021,0.033,0.5,0.003,32,20
2022,403,노원구,0.017,0.04,0.5,0.003,44,31
2022,404,노원구,0.023,0.041,0.5,0.003,59,43
2022,405,노원구,0.028,0.042,0.5,0.003,48,32
2022,406,노원구,0.017,0.045,0.4,0.003,46,24
2022,407,노원구,0.012,0.043,0.3,0.003,38,12
2022,408,노원구,0.031,0.036,0.5,0.004,50,24
2022,409,노원구,0.027,0.047,0.5,0.004,54,28
2022,410,노원구,0.017,0.052,0.5,0.004,48,28
2022,411,노원구,0.021,0.035,0.4,0.003,37,20
2022,412,노원구,0.012,0.034,0.3,0.003,30,16
2022,413,노원구,0.008,0.033,0.3,0.002,15,8
2022,414,노원구,0.008,0.041,0.3,0.002,12,6
2022,415,노원구,0.012,0.04,0.3,0.002,20,10
2022,416,노원구,0.015,0.042,0.4,0.003,34,17
2022,417,노원구,0.017,0.049,0.5,0.003,56,35
2022,418,노원구,0.025,0.053,0.5,0.004,61,39
2022,419,노원구,0.028,0.052,0.6,0.004,69,43
2022,420,노원구,0.03,0.052,0.6,0.004,74,53
2022,421,노원구,0.024,0.056,0.5,0.004,55,35
2022,422,노원구,0.015,0.059,0.4,0.003,52,27
2022,423,노원구,0.017,0.042,0.5,0.002,46,28
2022,424,노원구,0.014,0.062,0.5,0.003,53,31
2022,425,노원구,0.019,0.042,0.6,0.002,40,28
2022,426,노원구,0.009,0.05,0.3,0.002,42,19
2022,427,노원구,0.009,0.046,0.3,0.002,152,15
2022,428,노원구,0.016,0.036,0.4,0.003,67,14
2022,429,노원구,0.007,0.041,0.3,0.002,9,4
2022,430,노원구,0.011,0.042,0.3,0.002,14,7
2022,501,노원구,0.012,0.044,0.4,0.002,41,19
2022,502,노원구,0.017,0.04,0.4,0.003,43,21
2022,503,노원구,0.024,0.039,0.4,0.003,38,21
2022,504,노원구,0.027,0.049,0.5,0.004,40,23
2022,505,노원구,0.02,0.052,0.5,0.004,34,21
2022,506,노원구,0.016,0.038,0.4,0.003,35,19
2022,507,노원구,0.006,0.045,0.3,0.002,25,11
2022,508,노원구,0.007,0.045,0.3,0.002,17,7
2022,509,노원구,0.015,0.036,0.3,0.002,13,6
2022,510,노원구,0.02,0.042,0.3,0.003,23,13
2022,511,노원구,0.015,0.053,0.3,0.003,26,13
2022,512,노원구,0.009,0.055,0.3,0.002,29,15
2022,513,노원구,0.009,0.046,0.3,0.002,26,15
2022,514,노원구,0.01,0.041,0.3,0.002,30,13
2022,515,노원구,0.007,0.048,0.3,0.002,23,11
2022,516,노원구,0.015,0.055,0.4,0.003,31,16
2022,517,노원구,0.016,0.071,0.5,0.003,49,29
2022,518,노원구,0.018,0.08,0.5,0.003,59,37
2022,519,노원구,0.015,0.071,0.4,0.003,46,26
2022,520,노원구,0.018,0.055,0.4,0.004,36,25
2022,521,노원구,0.012,0.049,0.4,0.003,37,26
2022,522,노원구,0.008,0.063,0.4,0.003,41,27
2022,523,노원구,0.014,0.075,0.5,0.003,65,42
2022,524,노원구,0.017,0.042,0.4,0.003,36,22
2022,525,노원구,0.016,0.043,0.3,0.002,23,14
2022,526,노원구,0.009,0.045,0.3,0.002,20,9
2022,527,노원구,0.008,0.055,0.3,0.002,24,12
2022,528,노원구,0.016,0.057,0.4,0.003,32,19
2022,529,노원구,0.007,0.069,0.4,0.002,30,23
2022,530,노원구,0.01,0.047,0.4,0.002,29,21
2022,531,노원구,0.017,0.039,0.3,0.003,24,9
2022,601,노원구,0.015,0.048,0.4,0.003,23,10
2022,602,노원구,0.016,0.051,0.4,0.003,28,17
2022,603,노원구,0.013,0.072,0.4,0.003,37,23
2022,604,노원구,0.01,0.064,0.4,0.002,32,20
2022,605,노원구,0.007,0.054,0.3,0.003,26,18
2022,606,노원구,0.004,0.031,0.2,0.002,8,3
2022,607,노원구,0.006,0.031,0.2,0.002,5,2
2022,608,노원구,0.009,0.041,0.3,0.002,13,8
2022,609,노원구,0.016,0.029,0.3,0.002,23,14
2022,610,노원구,0.013,0.029,0.4,0.002,24,16
2022,611,노원구,0.011,0.04,0.4,0.002,22,14
2022,612,노원구,0.008,0.049,0.3,0.002,20,13
2022,613,노원구,0.009,0.032,0.3,0.002,23,15
2022,614,노원구,0.004,0.035,0.2,0.002,11,5
2022,615,노원구,0.012,0.021,0.3,0.002,10,5
2022,616,노원구,0.012,0.028,0.3,0.002,15,8
2022,617,노원구,0.021,0.039,0.4,0.003,33,22
2022,618,노원구,0.016,0.02,0.4,0.003,29,17
2022,619,노원구,0.013,0.025,0.4,0.002,28,16
2022,620,노원구,0.016,0.035,0.4,0.002,33,21
2022,621,노원구,0.019,0.044,0.4,0.002,32,21
2022,622,노원구,0.018,0.041,0.3,0.002,24,13
2022,623,노원구,0.023,0.024,0.4,0.002,32,21
2022,624,노원구,0.013,0.04,0.4,0.002,19,12
2022,625,노원구,0.012,0.069,0.5,0.002,49,33
2022,626,노원구,0.011,0.032,0.3,0.002,28,16
2022,627,노원구,0.013,0.007,0.2,0.002,12,5
2022,628,노원구,0.009,0.011,0.2,0.002,17,6
2022,629,노원구,0.009,0.013,0.2,0.002,15,4
2022,630,노원구,0.017,0.036,0.3,0.002,6,3
2022,701,노원구,0.017,0.016,0.4,0.002,16,7
2022,702,노원구,0.012,0.041,0.3,0.002,24,16
2022,703,노원구,0.009,0.047,0.3,0.002,35,28
2022,704,노원구,0.012,0.035,0.3,0.002,37,29
2022,705,노원구,0.015,0.042,0.3,0.001,27,21
2022,706,노원구,0.011,0.038,0.3,0.001,26,20
2022,707,노원구,0.015,0.024,0.3,0.001,24,14
2022,708,노원구,0.014,0.045,0.4,0.001,25,16
2022,709,노원구,0.008,0.041,0.4,0.001,17,10
2022,710,노원구,0.011,0.057,0.5,0.001,38,26
2022,711,노원구,0.015,0.042,0.3,0.001,24,15
2022,712,노원구,0.011,0.029,0.3,0.001,10,4
2022,713,노원구,0.014,0.02,0.3,0.001,12,7
2022,714,노원구,0.011,0.03,0.4,0.001,10,4
2022,715,노원구,0.012,0.042,0.4,0.001,26,15
2022,716,노원구,0.015,0.042,0.4,0.001,28,19
2022,717,노원구,0.011,0.039,0.4,0.001,26,16
2022,718,노원구,0.015,0.037,0.4,0.001,23,16
2022,719,노원구,0.012,0.047,0.4,0.002,33,22
2022,720,노원구,0.011,0.054,0.4,0.002,32,22
2022,721,노원구,0.007,0.044,0.3,0.002,12,7
2022,722,노원구,0.011,0.041,0.4,0.002,20,11
2022,723,노원구,0.009,0.038,0.4,0.002,30,19
2022,724,노원구,0.005,0.044,0.4,0.002,14,9
2022,725,노원구,0.005,0.033,0.3,0.002,13,6
2022,726,노원구,0.011,0.057,0.4,0.002,27,16
2022,727,노원구,0.011,0.045,0.4,0.002,28,18
2022,728,노원구,0.009,0.042,0.3,0.002,22,15
2022,729,노원구,0.007,0.045,0.3,0.002,22,14
2022,730,노원구,0.008,0.024,0.3,0.002,19,13
2022,731,노원구,0.006,0.011,0.3,0.002,13,7
2022,801,노원구,0.006,0.015,0.2,0.002,14,8
2022,802,노원구,0.011,0.013,0.3,0.002,13,9
2022,803,노원구,0.012,0.031,0.3,0.002,19,16
2022,804,노원구,0.007,0.031,0.3,0.002,20,14
2022,805,노원구,0.015,0.026,0.3,0.004,21,11
2022,806,노원구,0.014,0.031,0.4,0.002,35,24
2022,807,노원구,0.011,0.023,0.4,0.002,35,24
2022,808,노원구,0.017,0.028,0.3,0.002,24,13
2022,809,노원구,0.018,0.024,0.3,0.002,11,7
2022,810,노원구,0.016,0.043,0.3,0.002,13,7
2022,811,노원구,0.022,0.036,0.4,0.002,15,10
2022,812,노원구,0.013,0.054,0.4,0.002,24,15
2022,813,노원구,0.027,0.021,0.5,0.002,34,23
2022,814,노원구,0.01,0.034,0.4,0.002,22,13
2022,815,노원구,0.007,0.026,0.3,0.002,27,12
2022,816,노원구,0.011,0.05,0.4,0.002,23,13
2022,817,노원구,0.018,0.035,0.4,0.002,20,13
2022,818,노원구,0.017,0.047,0.4,0.002,23,13
2022,819,노원구,0.024,0.022,0.4,0.002,27,18
2022,820,노원구,0.009,0.046,0.4,0.002,24,15
2022,821,노원구,0.008,0.044,0.4,0.002,25,17
2022,822,노원구,0.019,0.038,0.5,0.003,30,21
2022,823,노원구,0.009,0.036,0.3,0.002,15,9
2022,824,노원구,0.012,0.028,0.3,0.001,18,10
2022,825,노원구,0.019,0.016,0.3,0.002,17,9
2022,826,노원구,0.012,0.056,0.4,0.003,29,21
2022,827,노원구,0.005,0.04,0.3,0.003,19,11
2022,828,노원구,0.008,0.028,0.3,0.002,15,9
2022,829,노원구,0.013,0.02,0.3,0.002,12,6
2022,830,노원구,0.012,0.019,0.3,0.002,8,4
2022,831,노원구,0.011,0.022,0.3,0.002,9,5
2022,901,노원구,0.015,0.024,0.4,0.003,17,9
2022,902,노원구,0.012,0.026,0.3,0.002,15,9
2022,903,노원구,0.007,0.033,0.3,0.002,11,5
2022,904,노원구,0.01,0.021,0.3,0.002,9,5
2022,905,노원구,0.006,0.048,0.2,0.002,5,2
2022,906,노원구,0.007,0.052,0.3,0.002,10,4
2022,907,노원구,0.018,0.044,0.4,0.003,25,12
2022,908,노원구,0.02,0.036,0.4,0.003,24,13
2022,909,노원구,0.015,0.026,0.4,0.003,17,10
2022,910,노원구,0.008,0.033,0.3,0.003,11,6
2022,911,노원구,0.007,0.033,0.3,0.003,20,13
2022,912,노원구,0.009,0.028,0.3,0.003,19,13
2022,913,노원구,0.014,0.017,0.3,0.003,20,14
2022,914,노원구,0.007,0.034,0.3,0.003,17,9
2022,915,노원구,0.013,0.029,0.3,0.003,18,9
2022,916,노원구,0.014,0.022,0.3,0.003,21,13
2022,917,노원구,0.014,0.027,0.4,0.003,20,16
2022,918,노원구,0.007,0.023,0.3,0.003,20,14
2022,919,노원구,0.004,0.032,0.3,0.003,17,8
2022,920,노원구,0.006,0.036,0.2,0.003,25,8
2022,921,노원구,0.016,0.033,0.3,0.003,25,12
2022,922,노원구,0.018,0.031,0.3,0.003,17,8
2022,923,노원구,0.014,0.031,0.3,0.003,21,9
2022,924,노원구,0.012,0.028,0.3,0.003,16,8
2022,925,노원구,0.013,0.033,0.4,0.003,20,10
2022,926,노원구,0.02,0.034,0.4,0.003,22,13
2022,927,노원구,0.029,0.032,0.4,0.003,20,13
2022,928,노원구,0.033,0.018,0.4,0.003,23,15
2022,929,노원구,0.029,0.045,0.6,0.004,46,34
2022,930,노원구,0.031,0.05,0.5,0.003,43,34
2022,1001,노원구,0.03,0.049,0.5,0.003,43,35
2022,1002,노원구,0.016,0.031,0.4,0.003,30,23
2022,1003,노원구,0.017,0.018,0.4,0.003,15,11
2022,1004,노원구,0.007,0.021,0.4,0.003,13,7
2022,1005,노원구,0.009,0.02,0.3,0.003,9,4
2022,1006,노원구,0.01,0.017,0.3,0.003,7,2
2022,1007,노원구,0.008,0.025,0.3,0.003,10,5
2022,1008,노원구,0.017,0.02,0.3,0.003,11,5
2022,1009,노원구,0.01,0.027,0.3,0.003,10,6
2022,1010,노원구,0.006,0.031,0.3,0.003,9,3
2022,1011,노원구,0.013,0.023,0.4,0.003,17,10
2022,1012,노원구,0.024,0.017,0.4,0.003,19,11
2022,1013,노원구,0.03,0.017,0.5,0.003,20,11
2022,1014,노원구,0.033,0.013,0.5,0.003,24,15
2022,1015,노원구,0.023,0.027,0.5,0.003,25,17
2022,1016,노원구,0.023,0.018,0.5,0.004,32,24
2022,1017,노원구,0.008,0.025,0.3,0.004,28,13
2022,1018,노원구,0.018,0.018,0.4,0.003,22,11
2022,1019,노원구,0.026,0.016,0.4,0.003,24,13
2022,1020,노원구,0.034,0.02,0.5,0.004,33,19
2022,1021,노원구,0.039,0.025,0.6,0.004,43,30
2022,1022,노원구,0.026,0.033,0.5,0.003,40,29
2022,1023,노원구,0.008,0.04,0.4,0.003,37,23
2022,1024,노원구,0.012,0.029,0.4,0.003,27,15
2022,1025,노원구,0.023,0.018,0.4,0.003,17,10
2022,1026,노원구,0.033,0.013,0.5,0.003,18,10
2022,1027,노원구,0.027,0.024,0.5,0.004,31,21
2022,1028,노원구,0.033,0.021,0.6,0.003,38,26
2022,1029,노원구,0.029,0.02,0.5,0.003,27,20
2022,1030,노원구,0.025,0.022,0.5,0.003,26,20
2022,1031,노원구,0.032,0.018,0.5,0.004,24,16
2022,1101,노원구,0.03,0.023,0.5,0.004,47,33
2022,1102,노원구,0.028,0.019,0.4,0.004,31,16
2022,1103,노원구,0.025,0.018,0.5,0.003,35,19
2022,1104,노원구,0.014,0.024,0.3,0.003,25,10
2022,1105,노원구,0.027,0.018,0.5,0.004,31,16
2022,1106,노원구,0.035,0.017,0.6,0.003,29,19
2022,1107,노원구,0.038,0.02,0.5,0.004,35,22
2022,1108,노원구,0.033,0.022,0.5,0.003,47,33
2022,1109,노원구,0.04,0.02,0.7,0.003,65,47
2022,1110,노원구,0.044,0.022,0.8,0.003,76,58
2022,1111,노원구,0.044,0.019,0.7,0.003,56,42
2022,1112,노원구,0.041,0.016,0.7,0.004,50,37
2022,1113,노원구,0.01,0.016,0.5,0.003,19,12
2022,1114,노원구,0.022,0.011,0.5,0.003,25,19
2022,1115,노원구,0.029,0.017,0.5,0.003,29,19
2022,1116,노원구,0.032,0.013,0.6,0.003,33,22
2022,1117,노원구,0.046,0.01,0.7,0.004,39,23
2022,1118,노원구,0.041,0.013,0.7,0.004,43,27
2022,1119,노원구,0.04,0.017,0.6,0.004,32,21
2022,1120,노원구,0.036,0.018,0.6,0.003,31,21
2022,1121,노원구,0.042,0.015,0.6,0.004,34,24
2022,1122,노원구,0.043,0.008,0.7,0.003,59,41
2022,1123,노원구,0.024,0.021,0.5,0.003,42,29
2022,1124,노원구,0.039,0.012,0.7,0.004,49,32
2022,1125,노원구,0.034,0.02,0.6,0.004,61,41
2022,1126,노원구,0.011,0.03,0.4,0.003,59,19
2022,1127,노원구,0.024,0.018,0.5,0.003,21,13
2022,1128,노원구,0.047,0.005,0.7,0.004,27,16
2022,1129,노원구,0.014,0.024,0.5,0.003,22,12
2022,1130,노원구,0.007,0.027,0.3,0.003,28,8
2022,1201,노원구,0.013,0.023,0.4,0.003,26,12
2022,1202,노원구,0.028,0.017,0.4,0.003,21,11
2022,1203,노원구,0.029,0.014,0.5,0.003,34,24
2022,1204,노원구,0.009,0.03,0.3,0.003,18,8
2022,1205,노원구,0.015,0.024,0.4,0.003,22,13
2022,1206,노원구,0.037,0.013,0.5,0.003,29,17
2022,1207,노원구,0.034,0.017,0.6,0.003,32,15
2022,1208,노원구,0.04,0.01,0.6,0.004,29,14
2022,1209,노원구,0.045,0.01,0.7,0.004,39,24
2022,1210,노원구,0.04,0.011,0.7,0.004,42,27
2022,1211,노원구,0.024,0.02,0.7,0.005,51,32
2022,1212,노원구,0.046,0.005,0.7,0.004,38,27
2022,1213,노원구,0.014,0.027,0.4,0.003,226,37
2022,1214,노원구,0.01,0.024,0.3,0.003,52,13
2022,1215,노원구,0.03,0.01,0.4,0.002,34,22
2022,1216,노원구,0.017,0.023,0.5,0.003,31,20
2022,1217,노원구,0.016,0.024,0.4,0.003,28,18
2022,1218,노원구,0.011,0.026,0.4,0.003,23,11
2022,1219,노원구,0.036,0.012,0.6,0.003,27,17
2022,1220,노원구,0.044,0.009,0.6,0.004,35,26
2022,1221,노원구,0.036,0.012,0.6,0.003,38,27
2022,1222,노원구,0.01,0.028,0.4,0.003,30,17
2022,1223,노원구,0.009,0.029,0.3,0.002,21,14
2022,1224,노원구,0.034,0.013,0.6,0.003,35,25
2022,1225,노원구,0.044,0.011,0.8,0.003,46,38
2022,1226,노원구,0.053,0.007,0.9,0.003,55,45
2022,1227,노원구,0.057,0.006,1,0.004,54,41
2022,1228,노원구,0.029,0.019,0.6,0.003,36,24
2022,1229,노원구,0.038,0.013,0.6,0.004,30,20
2022,1230,노원구,0.042,0.015,0.6,0.004,41,30
2022,1231,노원구,0.057,0.006,0.9,0.004,47,36
