연도,월일,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2018,101,노원구,0.034,0.011,0.8,0.007,42,21
2018,102,노원구,0.032,0.015,0.8,0.006,40,22
2018,103,노원구,0.018,0.022,0.5,0.006,36,19
2018,104,노원구,0.032,0.013,0.6,0.006,48,26
2018,105,노원구,0.044,0.008,0.9,0.007,63,40
2018,106,노원구,0.041,0.01,0.8,0.007,49,31
2018,107,노원구,0.048,0.005,1,0.007,57,39
2018,108,노원구,0.046,0.009,0.9,0.007,61,43
2018,109,노원구,0.015,0.029,0.4,0.006,39,18
2018,110,노원구,0.015,0.024,0.4,0.005,34,13
2018,111,노원구,0.014,0.023,0.4,0.006,34,22
2018,112,노원구,0.028,0.017,0.5,0.006,26,15
2018,113,노원구,0.051,0.003,0.9,0.007,55,38
2018,114,노원구,0.048,0.008,1,0.007,76,57
2018,115,노원구,0.052,0.013,0.9,0.008,66,42
2018,116,노원구,0.07,0.004,1.3,0.009,114,81
2018,117,노원구,0.054,0.009,1,0.004,106,79
2018,118,노원구,0.037,0.019,0.8,0.007,83,53
2018,119,노원구,0.032,0.022,0.7,0.007,57,27
2018,120,노원구,0.047,0.016,1,0.008,90,54
2018,121,노원구,0.034,0.018,0.7,0.007,57,31
2018,122,노원구,0.043,0.009,0.8,0.006,46,26
2018,123,노원구,0.011,0.032,0.3,0.005,25,11
2018,124,노원구,0.013,0.029,0.4,0.005,29,10
2018,125,노원구,0.013,0.029,0.4,0.005,25,12
2018,126,노원구,0.016,0.026,0.5,0.006,34,20
2018,127,노원구,0.039,0.011,0.8,0.006,53,
2018,128,노원구,0.024,0.024,0.6,0.006,37,
2018,129,노원구,0.017,0.028,0.4,0.006,45,16
2018,130,노원구,0.047,0.007,0.8,0.007,46,25
2018,131,노원구,0.037,0.013,0.8,0.007,41,20
2018,201,노원구,0.038,0.014,0.7,0.007,39,21
2018,202,노원구,0.046,0.011,1,0.008,58,34
2018,203,노원구,0.015,0.028,0.5,0.006,41,22
2018,204,노원구,0.011,0.032,0.4,0.006,35,23
2018,205,노원구,0.014,0.029,0.4,0.005,29,16
2018,206,노원구,0.014,0.029,0.4,0.005,34,20
2018,207,노원구,0.035,0.015,0.7,0.006,41,26
2018,208,노원구,0.053,0.007,1,0.008,57,38
2018,209,노원구,0.065,0.005,1.2,0.008,73,52
2018,210,노원구,0.033,0.023,0.7,0.006,73,41
2018,211,노원구,0.013,0.033,0.4,0.006,52,15
2018,212,노원구,0.015,0.032,0.4,0.006,48,14
2018,213,노원구,0.042,0.013,0.7,0.007,52,19
2018,214,노원구,0.034,0.028,0.6,0.008,65,29
2018,215,노원구,0.017,0.032,0.4,0.007,38,15
2018,216,노원구,0.026,0.027,0.6,0.007,46,22
2018,217,노원구,0.012,0.033,0.4,0.006,47,12
2018,218,노원구,0.02,0.03,0.5,0.007,39,18
2018,219,노원구,0.042,0.015,0.8,0.008,60,37
2018,220,노원구,0.031,0.024,0.7,0.007,61,38
2018,221,노원구,0.016,0.036,0.4,0.006,38,18
2018,222,노원구,0.036,0.023,0.6,0.007,48,28
2018,223,노원구,0.04,0.022,0.8,0.006,86,63
2018,224,노원구,0.026,0.031,0.7,0.006,72,48
2018,225,노원구,0.031,0.023,0.6,0.007,45,29
2018,226,노원구,0.057,0.011,0.9,0.008,63,39
2018,227,노원구,0.08,0.003,1.3,0.012,100,64
2018,228,노원구,0.044,0.015,0.8,0.007,73,46
2018,301,노원구,0.015,0.042,0.5,0.005,42,28
2018,302,노원구,0.041,0.019,0.6,0.007,69,29
2018,303,노원구,0.046,0.017,0.7,0.008,56,26
2018,304,노원구,0.036,0.017,0.6,0.007,29,18
2018,305,노원구,0.015,0.036,0.4,0.005,11,5
2018,306,노원구,0.027,0.023,0.5,0.005,34,18
2018,307,노원구,0.019,0.031,0.4,0.004,29,16
2018,308,노원구,0.015,0.033,0.5,0.004,36,27
2018,309,노원구,0.028,0.025,0.6,0.005,45,32
2018,310,노원구,0.039,0.022,0.7,0.006,53,36
2018,311,노원구,0.029,0.033,0.6,0.005,64,41
2018,312,노원구,0.05,0.021,0.8,0.007,88,53
2018,313,노원구,0.046,0.023,0.8,0.007,67,41
2018,314,노원구,0.028,0.026,0.4,0.006,27,13
2018,315,노원구,0.026,0.017,0.4,0.004,20,12
2018,316,노원구,0.014,0.038,0.3,0.004,15,6
2018,317,노원구,0.029,0.024,0.5,0.005,31,17
2018,318,노원구,0.038,0.021,0.6,0.005,58,40
2018,319,노원구,0.021,0.031,0.4,0.004,35,23
2018,320,노원구,0.009,0.045,0.3,0.004,20,8
2018,321,노원구,0.017,0.037,0.3,0.004,17,7
2018,322,노원구,0.032,0.028,0.6,0.005,44,25
2018,323,노원구,0.043,0.031,0.7,0.007,75,51
2018,324,노원구,0.049,0.033,0.9,0.008,115,84
2018,325,노원구,0.038,0.038,0.8,0.006,115,89
2018,326,노원구,0.057,0.023,0.9,0.007,104,69
2018,327,노원구,0.05,0.03,0.8,0.008,89,52
2018,328,노원구,0.036,0.032,0.7,0.007,59,37
2018,329,노원구,0.033,0.028,0.6,0.006,60,37
2018,330,노원구,0.033,0.033,0.5,0.005,59,31
2018,331,노원구,0.037,0.033,0.6,0.006,57,29
2018,401,노원구,0.035,0.024,0.6,0.006,65,32
2018,402,노원구,0.029,0.029,0.5,0.006,65,26
2018,403,노원구,0.028,0.022,0.4,0.006,64,20
2018,404,노원구,0.015,0.035,0.3,0.004,13,6
2018,405,노원구,0.017,0.031,0.4,0.004,8,4
2018,406,노원구,0.018,0.033,0.4,0.004,115,24
2018,407,노원구,0.011,0.043,0.4,0.004,48,23
2018,408,노원구,0.021,0.034,0.4,0.005,29,14
2018,409,노원구,0.037,0.018,0.6,0.005,36,21
2018,410,노원구,0.031,0.029,0.6,0.005,42,19
2018,411,노원구,0.021,0.042,0.4,0.005,58,22
2018,412,노원구,0.029,0.031,0.5,0.005,40,13
2018,413,노원구,0.029,0.031,0.5,0.005,33,14
2018,414,노원구,0.016,0.039,0.4,0.004,23,11
2018,415,노원구,0.014,0.038,0.4,0.004,73,18
2018,416,노원구,0.03,0.024,0.5,0.005,36,20
2018,417,노원구,0.035,0.028,0.5,0.006,57,27
2018,418,노원구,0.035,0.032,0.5,0.005,67,28
2018,419,노원구,0.044,0.035,0.6,0.007,84,38
2018,420,노원구,0.059,0.036,0.7,0.008,94,46
2018,421,노원구,0.049,0.024,0.7,0.007,67,36
2018,422,노원구,0.027,0.026,0.5,0.005,39,21
2018,423,노원구,0.011,0.044,0.3,0.004,11,6
2018,424,노원구,0.018,0.031,0.3,0.004,12,5
2018,425,노원구,0.031,0.025,0.5,0.005,35,22
2018,426,노원구,0.037,0.03,0.6,0.006,44,27
2018,427,노원구,0.042,0.028,0.6,0.007,54,33
2018,428,노원구,0.039,0.029,0.6,0.006,58,36
2018,429,노원구,0.03,0.045,0.5,0.006,50,28
2018,430,노원구,0.038,0.036,0.6,0.007,73,48
2018,501,노원구,0.024,0.028,0.5,0.005,59,40
2018,502,노원구,0.025,0.019,0.5,0.004,40,27
2018,503,노원구,0.016,0.033,0.4,0.004,23,12
2018,504,노원구,0.017,0.046,0.4,0.005,41,15
2018,505,노원구,0.023,0.051,0.4,0.006,40,18
2018,506,노원구,0.014,0.036,0.4,0.004,17,9
2018,507,노원구,0.027,0.023,0.5,0.005,36,16
2018,508,노원구,0.008,0.043,0.3,0.004,17,6
2018,509,노원구,0.014,0.036,0.3,0.004,21,8
2018,510,노원구,0.026,0.034,0.4,0.005,38,18
2018,511,노원구,0.027,0.041,0.4,0.004,54,30
2018,512,노원구,0.037,0.018,0.5,0.004,28,16
2018,513,노원구,0.017,0.029,0.4,0.004,22,13
2018,514,노원구,0.038,0.028,0.7,0.005,66,42
2018,515,노원구,0.041,0.027,0.7,0.005,72,46
2018,516,노원구,0.027,0.008,0.5,0.004,36,21
2018,517,노원구,0.027,0.01,0.4,0.004,14,6
2018,518,노원구,0.014,0.017,0.3,0.004,13,4
2018,519,노원구,0.011,0.031,0.3,0.004,12,4
2018,520,노원구,0.013,0.031,0.3,0.004,13,5
2018,521,노원구,0.019,0.03,0.3,0.004,20,10
2018,522,노원구,0.026,0.023,0.4,0.004,37,21
2018,523,노원구,0.013,0.036,0.3,0.004,41,8
2018,524,노원구,0.03,0.034,0.5,0.006,86,21
2018,525,노원구,0.036,0.038,0.6,0.006,83,28
2018,526,노원구,0.029,0.057,0.5,0.005,66,29
2018,527,노원구,0.028,0.04,0.5,0.006,61,26
2018,528,노원구,0.026,0.043,0.4,0.005,44,20
2018,529,노원구,0.024,0.032,0.4,0.006,38,22
2018,530,노원구,0.022,0.028,0.4,0.004,40,18
2018,531,노원구,0.02,0.031,0.4,0.004,35,17
2018,601,노원구,0.025,0.039,0.4,0.004,37,19
2018,602,노원구,0.033,0.032,0.5,0.005,37,19
2018,603,노원구,0.023,0.037,0.4,0.004,30,17
2018,604,노원구,0.029,0.03,0.4,0.006,39,23
2018,605,노원구,0.021,0.039,0.4,0.005,41,26
2018,606,노원구,0.022,0.03,0.4,0.005,42,27
2018,607,노원구,0.026,0.025,0.4,0.005,40,25
2018,608,노원구,0.015,0.029,0.3,0.004,32,19
2018,609,노원구,0.013,0.034,0.3,0.004,31,18
2018,610,노원구,0.006,0.032,0.3,0.004,9,4
2018,611,노원구,0.01,0.025,0.3,0.004,12,4
2018,612,노원구,0.012,0.024,0.3,0.004,16,7
2018,613,노원구,0.017,0.033,0.4,0.005,28,17
2018,614,노원구,0.015,0.025,0.4,0.004,28,17
2018,615,노원구,0.01,0.028,0.3,0.004,15,6
2018,616,노원구,0.012,0.034,0.3,0.004,19,10
2018,617,노원구,0.02,0.035,0.4,0.004,40,23
2018,618,노원구,0.026,0.038,0.4,0.005,40,25
2018,619,노원구,0.031,0.025,0.5,0.007,39,25
2018,620,노원구,0.011,0.036,0.3,0.005,38,26
2018,621,노원구,0.012,0.038,0.3,0.004,32,19
2018,622,노원구,0.024,0.039,0.4,0.005,33,18
2018,623,노원구,0.025,0.039,0.4,0.007,38,21
2018,624,노원구,0.017,0.045,0.5,0.006,55,34
2018,625,노원구,0.028,0.049,0.5,0.006,50,32
2018,626,노원구,0.023,0.03,0.5,0.005,47,30
2018,627,노원구,0.022,0.033,0.5,0.005,28,18
2018,628,노원구,0.023,0.023,0.4,0.004,25,14
2018,629,노원구,0.027,0.033,0.5,0.005,36,22
2018,630,노원구,0.027,0.022,0.5,0.005,46,29
2018,701,노원구,0.014,0.015,0.3,0.004,16,7
2018,702,노원구,0.018,0.022,0.3,0.004,11,6
2018,703,노원구,0.015,0.011,0.3,0.004,18,11
2018,704,노원구,0.017,0.018,0.3,0.005,23,13
2018,705,노원구,0.014,0.015,0.3,0.004,20,14
2018,706,노원구,0.008,0.018,0.2,0.004,9,5
2018,707,노원구,0.007,0.022,0.2,0.004,10,5
2018,708,노원구,0.008,0.026,0.2,0.004,14,8
2018,709,노원구,0.009,0.012,0.3,0.004,12,7
2018,710,노원구,0.02,0.006,0.4,0.004,22,12
2018,711,노원구,0.02,0.004,0.4,0.005,36,20
2018,712,노원구,0.014,0.005,0.3,0.005,32,18
2018,713,노원구,0.017,0.01,0.3,0.005,25,17
2018,714,노원구,0.018,0.015,0.3,0.005,25,17
2018,715,노원구,0.012,0.022,0.3,0.006,26,19
2018,716,노원구,0.016,0.021,0.3,0.006,27,20
2018,717,노원구,0.016,0.018,0.3,0.006,30,23
2018,718,노원구,0.018,0.025,0.3,0.006,36,29
2018,719,노원구,0.017,0.022,0.3,0.005,31,23
2018,720,노원구,0.022,0.04,0.4,0.005,37,28
2018,721,노원구,0.022,0.039,0.4,0.006,35,26
2018,722,노원구,0.016,0.03,0.3,0.005,29,20
2018,723,노원구,0.015,0.03,0.3,0.007,31,21
2018,724,노원구,0.023,0.048,0.4,0.005,43,33
2018,725,노원구,0.019,0.025,0.3,0.006,37,26
2018,726,노원구,0.022,0.026,0.4,0.005,43,31
2018,727,노원구,0.016,0.033,0.3,0.005,44,31
2018,728,노원구,0.019,0.019,0.3,0.005,38,24
2018,729,노원구,0.008,0.021,0.3,0.005,22,12
2018,730,노원구,0.008,0.022,0.2,0.004,12,6
2018,731,노원구,0.01,0.039,0.2,0.005,18,10
2018,801,노원구,0.016,0.042,0.3,0.005,32,18
2018,802,노원구,0.015,0.059,0.4,0.005,42,27
2018,803,노원구,0.017,0.055,0.4,0.006,45,32
2018,804,노원구,0.01,0.035,0.3,0.005,29,18
2018,805,노원구,0.006,0.025,0.2,0.004,29,16
2018,806,노원구,0.016,0.021,0.3,0.004,31,17
2018,807,노원구,0.012,0.034,0.3,0.005,19,10
2018,808,노원구,0.01,0.024,0.2,0.005,26,15
2018,809,노원구,0.012,0.025,0.3,0.005,24,14
2018,810,노원구,0.01,0.025,0.3,0.005,16,7
2018,811,노원구,0.009,0.029,0.3,0.004,12,4
2018,812,노원구,0.01,0.029,0.3,0.004,18,9
2018,813,노원구,0.014,0.026,0.3,0.005,32,20
2018,814,노원구,0.018,0.024,0.3,0.005,28,16
2018,815,노원구,0.014,0.029,0.3,0.005,28,18
2018,816,노원구,0.008,0.023,0.3,0.004,17,8
2018,817,노원구,0.006,0.028,0.3,0.004,14,5
2018,818,노원구,0.009,0.031,0.3,0.004,16,6
2018,819,노원구,0.013,0.035,0.3,0.005,21,10
2018,820,노원구,0.014,0.036,0.3,0.005,30,17
2018,821,노원구,0.017,0.024,0.3,0.005,22,12
2018,822,노원구,0.014,0.025,0.3,0.005,23,11
2018,823,노원구,0.006,0.014,0.2,0.004,14,6
2018,824,노원구,0.009,0.019,0.3,0.004,11,4
2018,825,노원구,0.015,0.032,0.4,0.005,24,12
2018,826,노원구,0.011,0.028,0.3,0.005,19,10
2018,827,노원구,0.016,0.017,0.3,0.004,13,5
2018,828,노원구,0.016,0.007,0.3,0.004,13,4
2018,829,노원구,0.018,0.007,0.3,0.005,15,6
2018,830,노원구,0.02,0.021,0.4,0.005,26,15
2018,831,노원구,0.015,0.03,0.4,0.005,23,12
2018,901,노원구,0.011,0.022,0.3,0.004,19,9
2018,902,노원구,0.009,0.029,0.3,0.004,14,6
2018,903,노원구,0.016,0.016,0.3,0.005,16,7
2018,904,노원구,0.01,0.028,0.3,0.004,17,7
2018,905,노원구,0.01,0.04,0.3,0.005,25,9
2018,906,노원구,0.022,0.031,0.5,0.005,31,15
2018,907,노원구,0.014,0.035,0.4,0.005,26,11
2018,908,노원구,0.015,0.025,0.4,0.005,26,11
2018,909,노원구,0.013,0.026,0.3,0.005,22,10
2018,910,노원구,0.01,0.026,0.3,0.004,14,5
2018,911,노원구,0.011,0.024,0.3,0.004,15,6
2018,912,노원구,0.017,0.026,0.3,0.004,17,6
2018,913,노원구,0.027,0.008,0.4,0.004,20,9
2018,914,노원구,0.02,0.017,0.4,0.004,20,9
2018,915,노원구,0.021,0.016,0.4,0.003,15,6
2018,916,노원구,0.018,0.026,0.5,0.003,33,21
2018,917,노원구,0.016,0.029,0.4,0.004,27,15
2018,918,노원구,0.027,0.022,0.5,0.004,34,16
2018,919,노원구,0.03,0.022,0.5,0.004,37,19
2018,920,노원구,0.016,0.026,0.3,0.003,18,9
2018,921,노원구,0.018,0.02,0.3,0.003,12,4
2018,922,노원구,0.021,0.023,0.4,0.004,29,9
2018,923,노원구,0.014,0.029,0.4,0.004,29,10
2018,924,노원구,0.011,0.023,0.3,0.004,18,7
2018,925,노원구,0.012,0.02,0.3,0.004,19,8
2018,926,노원구,0.011,0.022,0.3,0.003,13,5
2018,927,노원구,0.013,0.023,0.3,0.004,12,5
2018,928,노원구,0.022,0.015,0.3,0.004,16,6
2018,929,노원구,0.024,0.016,0.4,0.004,17,7
2018,930,노원구,0.015,0.023,0.4,0.004,21,9
2018,1001,노원구,0.008,0.028,0.3,0.004,19,8
2018,1002,노원구,0.02,0.023,0.4,0.004,26,13
2018,1003,노원구,0.026,0.019,0.4,0.004,26,14
2018,1004,노원구,0.025,0.016,0.5,0.004,21,11
2018,1005,노원구,0.023,0.02,0.4,0.004,15,7
2018,1006,노원구,0.012,0.034,0.3,0.004,8,3
2018,1007,노원구,0.017,0.025,0.4,0.004,25,9
2018,1008,노원구,0.024,0.019,0.4,0.004,22,8
2018,1009,노원구,0.028,0.015,0.5,0.004,26,11
2018,1010,노원구,0.012,0.028,0.4,0.004,20,10
2018,1011,노원구,0.017,0.018,0.4,0.004,19,9
2018,1012,노원구,0.028,0.013,0.5,0.004,24,12
2018,1013,노원구,0.035,0.017,0.5,0.004,30,17
2018,1014,노원구,0.027,0.032,0.5,0.004,34,20
2018,1015,노원구,0.035,0.032,0.7,0.005,51,30
2018,1016,노원구,0.036,0.022,0.7,0.005,53,29
2018,1017,노원구,0.035,0.018,0.6,0.005,38,19
2018,1018,노원구,0.02,0.019,0.4,0.004,17,8
2018,1019,노원구,0.02,0.025,0.4,0.004,21,9
2018,1020,노원구,0.038,0.016,0.6,0.005,38,19
2018,1021,노원구,0.037,0.023,0.6,0.005,37,20
2018,1022,노원구,0.048,0.021,0.7,0.006,49,27
2018,1023,노원구,0.042,0.022,0.7,0.005,47,26
2018,1024,노원구,0.033,0.019,0.6,0.005,38,16
2018,1025,노원구,0.04,0.014,0.6,0.005,36,16
2018,1026,노원구,0.035,0.017,0.6,0.005,33,17
2018,1027,노원구,0.01,0.03,0.3,0.004,27,6
2018,1028,노원구,0.021,0.021,0.4,0.004,16,7
2018,1029,노원구,0.018,0.015,0.4,0.005,20,8
2018,1030,노원구,0.017,0.013,0.4,0.005,22,11
2018,1031,노원구,0.022,0.014,0.5,0.005,25,13
2018,1101,노원구,0.037,0.008,0.7,0.005,35,21
2018,1102,노원구,0.048,0.007,0.9,0.006,42,24
2018,1103,노원구,0.047,0.009,0.8,0.006,45,28
2018,1104,노원구,0.036,0.015,0.7,0.005,43,28
2018,1105,노원구,0.047,0.007,0.9,0.005,53,33
2018,1106,노원구,0.06,0.005,1,0.006,87,58
2018,1107,노원구,0.035,0.011,0.7,0.005,61,41
2018,1108,노원구,0.027,0.01,0.4,0.004,13,6
2018,1109,노원구,0.017,0.026,0.5,0.005,36,20
2018,1110,노원구,0.029,0.021,0.7,0.006,66,40
2018,1111,노원구,0.029,0.012,0.7,0.005,60,36
2018,1112,노원구,0.028,0.013,0.5,0.005,30,15
2018,1113,노원구,0.037,0.008,0.7,0.006,39,23
2018,1114,노원구,0.037,0.009,0.6,0.005,31,19
2018,1115,노원구,0.048,0.006,0.8,0.006,48,30
2018,1116,노원구,0.039,0.012,0.8,0.006,57,39
2018,1117,노원구,0.023,0.013,0.5,0.005,34,19
2018,1118,노원구,0.032,0.008,0.8,0.006,40,24
2018,1119,노원구,0.039,0.008,0.8,0.006,53,30
2018,1120,노원구,0.043,0.008,0.6,0.006,44,19
2018,1121,노원구,0.032,0.012,0.5,0.005,35,18
2018,1122,노원구,0.015,0.022,0.3,0.005,22,10
2018,1123,노원구,0.034,0.011,0.5,0.006,26,14
2018,1124,노원구,0.032,0.011,0.5,0.005,24,15
2018,1125,노원구,0.045,0.005,0.9,0.005,46,32
2018,1126,노원구,0.05,0.006,1.1,0.006,65,41
2018,1127,노원구,0.052,0.004,1,0.006,101,51
2018,1128,노원구,0.023,0.018,0.4,0.006,109,23
2018,1129,노원구,0.041,0.006,0.7,0.006,69,22
2018,1130,노원구,0.042,0.007,0.7,0.006,61,25
2018,1201,노원구,0.051,0.005,0.8,0.007,43,22
2018,1202,노원구,0.049,0.005,1.1,0.007,53,29
2018,1203,노원구,0.056,0.002,1.1,0.006,43,24
2018,1204,노원구,0.018,0.016,0.5,0.005,31,15
2018,1205,노원구,0.021,0.012,0.4,0.005,31,14
2018,1206,노원구,0.02,0.015,0.4,0.006,38,19
2018,1207,노원구,0.01,0.023,0.3,0.005,24,10
2018,1208,노원구,0.011,0.021,0.3,0.005,25,10
2018,1209,노원구,0.022,0.016,0.5,0.006,27,13
2018,1210,노원구,0.044,0.007,0.8,0.006,37,20
2018,1211,노원구,0.046,0.005,0.8,0.007,44,26
2018,1212,노원구,0.022,0.02,0.5,0.006,44,22
2018,1213,노원구,0.032,0.013,0.6,0.006,37,21
2018,1214,노원구,0.034,0.01,0.6,0.006,35,19
2018,1215,노원구,0.052,0.004,1,0.007,59,39
2018,1216,노원구,0.051,0.003,0.9,0.006,55,38
2018,1217,노원구,0.039,0.011,0.9,0.007,68,43
2018,1218,노원구,0.057,0.005,1,0.007,49,29
2018,1219,노원구,0.052,0.008,1,0.007,49,32
2018,1220,노원구,0.057,0.005,1.1,0.007,68,47
2018,1221,노원구,0.065,0.003,1.2,0.008,77,51
2018,1222,노원구,0.052,0.009,1,0.008,91,65
2018,1223,노원구,0.016,0.023,0.6,0.005,56,34
2018,1224,노원구,0.031,0.011,0.5,0.005,23,15
2018,1225,노원구,0.046,0.003,0.7,0.006,37,24
2018,1226,노원구,0.022,0.016,0.5,0.006,50,28
2018,1227,노원구,0.013,0.02,0.3,0.005,30,13
2018,1228,노원구,0.018,0.015,0.4,0.005,37,16
2018,1229,노원구,0.016,0.02,0.4,0.005,38,13
2018,1230,노원구,0.035,0.008,0.7,0.006,38,22
2018,1231,노원구,0.047,0.005,0.9,0.006,54,37
2019,101,노원구,0.031,0.014,0.7,0.005,42,30
2019,102,노원구,0.039,0.01,0.7,0.006,38,27
2019,103,노원구,0.051,0.005,0.9,0.007,49,32
2019,104,노원구,0.061,0.004,1.1,0.008,64,48
2019,105,노원구,0.025,0.019,0.7,0.007,72,50
2019,106,노원구,0.034,0.012,0.7,0.008,53,28
2019,107,노원구,0.046,0.009,0.9,0.007,58,40
2019,108,노원구,0.021,0.02,0.5,0.007,39,19
2019,109,노원구,0.036,0.009,0.6,0.007,52,25
2019,110,노원구,0.048,0.005,0.8,0.008,63,39
2019,111,노원구,0.054,0.006,1,0.008,71,51
2019,112,노원구,0.056,0.009,1.2,0.009,100,76
2019,113,노원구,0.057,0.009,1.3,0.008,118,87
2019,114,노원구,0.068,0.004,1.5,0.008,182,139
2019,115,노원구,0.03,0.018,0.9,0.007,135,83
2019,116,노원구,0.024,0.014,0.5,0.006,52,21
2019,117,노원구,0.036,0.012,0.6,0.007,42,24
2019,118,노원구,0.054,0.006,0.9,0.008,55,35
2019,119,노원구,0.064,0.005,1.2,0.009,107,76
2019,120,노원구,0.02,0.021,0.6,0.006,70,39
2019,121,노원구,0.044,0.007,0.8,0.007,49,26
2019,122,노원구,0.052,0.006,1.1,0.007,68,36
2019,123,노원구,0.04,0.015,1,0.007,77,52
2019,124,노원구,0.041,0.009,0.7,0.007,45,25
2019,125,노원구,0.03,0.016,0.7,0.007,50,27
2019,126,노원구,0.017,0.022,0.4,0.006,43,25
2019,127,노원구,0.036,0.012,0.7,0.007,42,26
2019,128,노원구,0.019,0.022,0.5,0.006,81,27
2019,129,노원구,0.043,0.008,0.7,0.007,67,25
2019,130,노원구,0.049,0.009,0.8,0.007,62,36
2019,131,노원구,0.02,0.018,0.5,0.006,67,25
2019,201,노원구,0.033,0.012,0.7,0.006,42,21
2019,202,노원구,0.041,0.009,0.7,0.006,58,39
2019,203,노원구,0.036,0.013,0.7,0.005,42,32
2019,204,노원구,0.019,0.022,0.6,0.005,78,42
2019,205,노원구,0.042,0.01,0.7,0.007,80,30
2019,206,노원구,0.045,0.012,0.8,0.007,95,37
2019,207,노원구,0.015,0.025,0.5,0.005,65,36
2019,208,노원구,0.019,0.019,0.4,0.005,33,20
2019,209,노원구,0.014,0.024,0.4,0.005,37,21
2019,210,노원구,0.022,0.018,0.6,0.006,47,28
2019,211,노원구,0.024,0.02,0.6,0.006,45,29
2019,212,노원구,0.027,0.023,0.7,0.007,59,42
2019,213,노원구,0.019,0.025,0.5,0.006,39,23
2019,214,노원구,0.041,0.012,0.7,0.007,50,27
2019,215,노원구,0.036,0.015,0.6,0.005,41,30
2019,216,노원구,0.017,0.029,0.7,0.006,64,53
2019,217,노원구,0.026,0.021,0.6,0.006,41,31
2019,218,노원구,0.045,0.008,0.7,0.006,40,26
2019,219,노원구,0.036,0.011,0.6,0.005,46,36
2019,220,노원구,0.025,0.025,0.7,0.005,61,51
2019,221,노원구,0.053,0.01,1.1,0.007,88,73
2019,222,노원구,0.049,0.013,1,0.007,74,56
2019,223,노원구,0.047,0.013,0.9,0.007,53,38
2019,224,노원구,0.046,0.02,0.8,0.008,56,44
2019,225,노원구,0.04,0.022,0.7,0.007,83,63
2019,226,노원구,0.04,0.016,0.7,0.007,56,31
2019,227,노원구,0.049,0.014,0.7,0.007,67,45
2019,228,노원구,0.042,0.024,0.8,0.006,94,67
2019,301,노원구,0.044,0.028,0.9,0.006,107,78
2019,302,노원구,0.051,0.022,1,0.006,116,85
2019,303,노원구,0.048,0.024,0.9,0.005,106,79
2019,304,노원구,0.05,0.027,1,0.006,149,108
2019,305,노원구,0.039,0.031,0.9,0.006,201,143
2019,306,노원구,0.045,0.024,0.9,0.005,138,98
2019,307,노원구,0.024,0.032,0.6,0.004,52,39
2019,308,노원구,0.043,0.017,0.6,0.005,49,28
2019,309,노원구,0.057,0.009,0.7,0.006,42,28
2019,310,노원구,0.037,0.019,0.7,0.005,55,37
2019,311,노원구,0.042,0.017,0.7,0.005,72,46
2019,312,노원구,0.024,0.029,0.6,0.004,79,49
2019,313,노원구,0.015,0.029,0.4,0.004,38,13
2019,314,노원구,0.035,0.019,0.6,0.005,38,20
2019,315,노원구,0.035,0.018,0.5,0.004,52,32
2019,316,노원구,0.026,0.022,0.4,0.003,40,29
2019,317,노원구,0.026,0.023,0.5,0.004,36,23
2019,318,노원구,0.047,0.012,0.7,0.006,39,24
2019,319,노원구,0.052,0.015,0.8,0.007,64,42
2019,320,노원구,0.049,0.016,0.9,0.005,93,67
2019,321,노원구,0.021,0.032,0.5,0.003,29,24
2019,322,노원구,0.014,0.031,0.4,0.003,34,24
2019,323,노원구,0.022,0.026,0.5,0.004,26,19
2019,324,노원구,0.022,0.027,0.4,0.004,27,17
2019,325,노원구,0.034,0.027,0.5,0.005,46,29
2019,326,노원구,0.034,0.028,0.5,0.005,56,36
2019,327,노원구,0.036,0.036,0.7,0.006,90,60
2019,328,노원구,0.021,0.035,0.5,0.004,76,48
2019,329,노원구,0.018,0.036,0.4,0.004,37,20
2019,330,노원구,0.018,0.033,0.4,0.003,34,26
2019,331,노원구,0.012,0.032,0.4,0.003,44,30
2019,401,노원구,0.02,0.029,0.4,0.004,25,15
2019,402,노원구,0.025,0.026,0.5,0.004,30,18
2019,403,노원구,0.031,0.027,0.5,0.004,37,23
2019,404,노원구,0.033,0.026,0.5,0.005,35,22
2019,405,노원구,0.019,0.036,0.4,0.004,66,21
2019,406,노원구,0.034,0.019,0.5,0.004,50,18
2019,407,노원구,0.016,0.03,0.4,0.004,32,14
2019,408,노원구,0.022,0.029,0.4,0.004,33,14
2019,409,노원구,0.023,0.025,0.4,0.003,22,12
2019,410,노원구,0.021,0.026,0.4,0.003,6,5
2019,411,노원구,0.029,0.021,0.5,0.004,23,15
2019,412,노원구,0.037,0.026,0.6,0.004,43,27
2019,413,노원구,0.04,0.028,0.6,0.005,44,30
2019,414,노원구,0.023,0.036,0.5,0.004,37,22
2019,415,노원구,0.037,0.022,0.6,0.005,47,17
2019,416,노원구,0.044,0.024,0.6,0.005,45,23
2019,417,노원구,0.037,0.027,0.5,0.005,39,21
2019,418,노원구,0.035,0.018,0.5,0.005,36,22
2019,419,노원구,0.02,0.027,0.4,0.004,37,19
2019,420,노원구,0.022,0.029,0.4,0.004,40,23
2019,421,노원구,0.02,0.03,0.4,0.003,29,20
2019,422,노원구,0.037,0.027,0.6,0.004,77,31
